o_orderid,o_hq,o_manuid,o_dealerid,o_carid
5272,9,185,84,5272
5273,9,174,61,5273
5274,9,38,75,5274
5275,9,171,43,5275
5276,9,122,22,5276
5277,9,158,119,5277
5278,9,185,114,5278
5279,9,191,178,5279
5280,9,139,1,5280
5281,9,136,194,5281
5282,6,52,157,5282
5283,6,103,51,5283
5284,6,83,126,5284
5285,6,130,139,5285
5286,6,132,41,5286
5287,6,101,60,5287
5288,6,24,136,5288
5289,6,151,4,5289
5290,6,37,14,5290
5291,6,31,32,5291
5292,6,115,59,5292
5293,6,196,20,5293
5294,6,118,200,5294
5295,6,120,63,5295
5296,1,176,147,5296
5297,1,53,39,5297
5298,1,10,187,5298
5299,1,108,131,5299
5300,1,131,145,5300
5301,1,128,31,5301
5302,1,98,120,5302
5303,1,7,46,5303
5304,1,89,169,5304
5305,1,29,115,5305
5306,1,33,149,5306
5307,1,21,33,5307
5308,1,135,164,5308
5309,1,186,32,5309
5310,1,106,9,5310
5311,1,41,129,5311
5312,1,166,10,5312
5313,1,23,166,5313
5314,1,19,45,5314
5315,1,122,74,5315
5316,1,36,55,5316
5317,1,43,39,5317
5318,1,94,174,5318
5319,1,145,23,5319
5320,1,115,53,5320
5321,1,143,186,5321
5322,1,98,57,5322
5323,1,186,67,5323
5324,1,124,62,5324
5325,1,37,47,5325
5326,1,178,47,5326
5327,1,8,157,5327
5328,1,167,77,5328
5329,1,129,93,5329
5330,1,151,74,5330
5331,1,141,57,5331
5332,1,31,63,5332
5333,1,40,97,5333
5334,1,117,199,5334
5335,1,192,114,5335
5336,1,135,96,5336
5337,1,199,188,5337
5338,1,139,29,5338
5339,1,18,30,5339
5340,1,14,95,5340
5341,1,61,177,5341
5342,1,62,31,5342
5343,1,78,144,5343
5344,1,1,129,5344
5345,1,18,164,5345
5346,1,117,72,5346
5347,1,165,89,5347
5348,1,68,116,5348
5349,1,184,21,5349
5350,1,121,50,5350
5351,1,140,186,5351
5352,1,145,92,5352
5353,1,200,32,5353
5354,1,70,34,5354
5355,1,65,41,5355
5356,1,18,130,5356
5357,1,58,131,5357
5358,1,67,94,5358
5359,1,89,74,5359
5360,1,197,28,5360
5361,1,12,16,5361
5362,1,166,73,5362
5363,1,108,193,5363
5364,1,194,2,5364
5365,1,27,157,5365
5366,1,40,129,5366
5367,1,90,30,5367
5368,1,141,172,5368
5369,1,166,83,5369
5370,1,56,37,5370
5371,1,158,1,5371
5372,1,126,188,5372
5373,1,35,69,5373
5374,1,69,78,5374
5375,1,84,44,5375
5376,1,141,154,5376
5377,1,73,62,5377
5378,5,114,140,5378
5379,5,164,72,5379
5380,5,185,26,5380
5381,5,77,166,5381
5382,5,162,3,5382
5383,5,125,139,5383
5384,5,18,152,5384
5385,5,161,123,5385
5386,5,151,190,5386
5387,5,149,70,5387
5388,5,90,90,5388
5389,5,46,35,5389
5390,5,101,7,5390
5391,5,64,15,5391
5392,5,154,189,5392
5393,5,111,64,5393
5394,5,2,64,5394
5395,5,140,121,5395
5396,5,112,163,5396
5397,5,37,30,5397
5398,5,166,62,5398
5399,5,177,174,5399
5400,5,45,82,5400
5401,5,121,73,5401
5402,5,7,167,5402
5403,5,62,159,5403
5404,5,3,35,5404
5405,5,59,66,5405
5406,5,56,50,5406
5407,5,187,117,5407
5408,5,187,151,5408
5409,5,154,123,5409
5410,5,92,72,5410
5411,5,56,124,5411
5412,5,160,175,5412
5413,5,123,195,5413
5414,5,110,108,5414
5415,5,173,23,5415
5416,5,8,84,5416
5417,5,178,164,5417
5418,5,172,172,5418
5419,5,160,141,5419
5420,5,179,191,5420
5421,5,148,83,5421
5422,5,195,68,5422
5423,5,100,188,5423
5424,5,37,170,5424
5425,5,56,164,5425
5426,5,85,51,5426
5427,5,98,104,5427
5428,5,187,12,5428
5429,5,157,132,5429
5430,5,80,185,5430
5431,5,183,150,5431
5432,5,122,196,5432
5433,5,188,70,5433
5434,5,67,100,5434
5435,5,20,76,5435
5436,5,19,20,5436
5437,5,110,65,5437
5438,5,153,43,5438
5439,5,113,60,5439
5440,5,181,119,5440
5441,5,68,33,5441
5442,5,84,178,5442
5443,5,44,47,5443
5444,5,126,171,5444
5445,5,136,40,5445
5446,5,195,136,5446
5447,5,46,139,5447
5448,5,10,111,5448
5449,5,161,83,5449
5450,5,145,162,5450
5451,5,130,153,5451
5452,5,176,12,5452
5453,5,13,190,5453
5454,5,171,99,5454
5455,5,106,79,5455
5456,5,126,187,5456
5457,5,153,85,5457
5458,5,178,62,5458
5459,5,51,190,5459
5460,5,140,145,5460
5461,5,174,165,5461
5462,5,68,5,5462
5463,5,184,122,5463
5464,5,59,111,5464
5465,5,89,55,5465
5466,5,133,67,5466
5467,5,87,48,5467
5468,5,118,153,5468
5469,5,162,67,5469
5470,5,16,196,5470
5471,5,85,176,5471
5472,5,189,100,5472
5473,5,149,191,5473
5474,5,164,90,5474
5475,5,101,174,5475
5476,5,10,28,5476
5477,5,127,59,5477
5478,5,28,162,5478
5479,5,115,9,5479
5480,5,36,104,5480
5481,5,74,181,5481
5482,5,59,67,5482
5483,5,123,3,5483
5484,5,175,13,5484
5485,5,195,140,5485
5486,5,116,28,5486
5487,5,60,171,5487
5488,5,185,96,5488
5489,5,91,40,5489
5490,5,97,97,5490
5491,5,15,166,5491
5492,5,80,7,5492
5493,5,185,60,5493
5494,5,190,79,5494
5495,5,138,197,5495
5496,5,79,52,5496
5497,5,61,149,5497
5498,5,154,163,5498
5499,5,29,112,5499
5500,5,194,148,5500
5501,5,8,175,5501
5502,5,9,184,5502
5503,5,179,23,5503
5504,5,139,138,5504
5505,5,179,44,5505
5506,5,178,31,5506
5507,5,130,46,5507
5508,5,32,13,5508
5509,5,144,107,5509
5510,5,95,24,5510
5511,5,122,83,5511
5512,5,159,102,5512
5513,5,69,130,5513
5514,5,140,162,5514
5515,5,5,132,5515
5516,5,77,142,5516
5517,5,199,121,5517
5518,5,183,112,5518
5519,5,185,119,5519
5520,5,123,82,5520
5521,5,95,155,5521
5522,5,70,135,5522
5523,5,133,159,5523
5524,5,19,56,5524
5525,5,57,175,5525
5526,5,196,1,5526
5527,5,75,57,5527
5528,5,106,116,5528
5529,5,23,137,5529
5530,5,3,110,5530
5531,5,117,108,5531
5532,5,120,151,5532
5533,5,140,55,5533
5534,5,40,160,5534
5535,5,122,106,5535
5536,5,101,90,5536
5537,5,175,75,5537
5538,5,141,143,5538
5539,5,171,137,5539
5540,5,38,130,5540
5541,5,155,52,5541
5542,5,104,26,5542
5543,5,197,98,5543
5544,5,113,88,5544
5545,5,87,24,5545
5546,2,142,171,5546
5547,2,65,111,5547
5548,2,44,88,5548
5549,2,179,102,5549
5550,2,52,3,5550
5551,2,175,165,5551
5552,2,105,190,5552
5553,2,130,179,5553
5554,2,153,179,5554
5555,2,108,86,5555
5556,2,40,183,5556
5557,2,144,131,5557
5558,2,96,28,5558
5559,2,137,48,5559
5560,2,197,175,5560
5561,2,197,46,5561
5562,2,4,73,5562
5563,2,174,197,5563
5564,2,23,118,5564
5565,2,64,37,5565
5566,2,37,157,5566
5567,2,148,26,5567
5568,2,22,86,5568
5569,2,16,38,5569
5570,2,66,67,5570
5571,2,60,36,5571
5572,2,99,70,5572
5573,2,185,144,5573
5574,2,173,100,5574
5575,2,118,89,5575
5576,2,142,9,5576
5577,2,96,76,5577
5578,2,100,11,5578
5579,2,84,81,5579
5580,2,2,183,5580
5581,2,90,65,5581
5582,2,34,72,5582
5583,2,77,19,5583
5584,2,109,113,5584
5585,2,158,44,5585
5586,2,91,159,5586
5587,2,86,163,5587
5588,2,109,173,5588
5589,2,40,112,5589
5590,2,179,167,5590
5591,2,68,106,5591
5592,2,4,20,5592
5593,2,170,166,5593
5594,2,105,117,5594
5595,2,69,25,5595
5596,2,14,47,5596
5597,2,80,76,5597
5598,2,86,124,5598
5599,2,94,76,5599
5600,2,116,41,5600
5601,2,123,46,5601
5602,2,58,163,5602
5603,2,139,71,5603
5604,2,144,196,5604
5605,2,102,34,5605
5606,2,78,10,5606
5607,2,27,44,5607
5608,2,91,49,5608
5609,2,183,171,5609
5610,2,133,178,5610
5611,2,56,46,5611
5612,2,191,161,5612
5613,2,84,87,5613
5614,2,31,175,5614
5615,2,10,170,5615
5616,2,139,27,5616
5617,2,43,80,5617
5618,2,32,85,5618
5619,2,190,50,5619
5620,2,143,29,5620
5621,2,196,1,5621
5622,2,82,104,5622
5623,2,151,149,5623
5624,2,104,161,5624
5625,2,15,123,5625
5626,2,106,128,5626
5627,2,66,137,5627
5628,2,167,57,5628
5629,2,106,153,5629
5630,2,3,29,5630
5631,2,157,89,5631
5632,2,90,14,5632
5633,2,190,111,5633
5634,2,48,188,5634
5635,2,7,188,5635
5636,2,56,188,5636
5637,2,56,40,5637
5638,2,147,10,5638
5639,2,197,14,5639
5640,2,159,155,5640
5641,2,98,61,5641
5642,2,91,187,5642
5643,2,161,9,5643
5644,2,177,157,5644
5645,2,159,68,5645
5646,2,136,73,5646
5647,2,148,64,5647
5648,2,82,76,5648
5649,2,103,74,5649
5650,2,89,47,5650
5651,2,102,60,5651
5652,2,125,131,5652
5653,2,180,182,5653
5654,2,110,189,5654
5655,2,1,104,5655
5656,2,167,73,5656
5657,2,58,11,5657
5658,10,132,172,5658
5659,10,14,44,5659
5660,10,148,113,5660
5661,10,145,134,5661
5662,10,176,197,5662
5663,10,92,128,5663
5664,10,38,17,5664
5665,10,163,124,5665
5666,10,183,26,5666
5667,10,137,77,5667
5668,10,12,135,5668
5669,10,159,68,5669
5670,10,2,154,5670
5671,10,42,76,5671
5672,10,93,5,5672
5673,10,47,21,5673
5674,10,56,58,5674
5675,10,182,167,5675
5676,10,94,162,5676
5677,10,58,116,5677
5678,10,98,105,5678
5679,10,141,123,5679
5680,10,18,108,5680
5681,10,119,184,5681
5682,10,150,62,5682
5683,10,97,7,5683
5684,10,72,59,5684
5685,10,185,175,5685
5686,10,1,65,5686
5687,10,198,194,5687
5688,10,178,95,5688
5689,10,93,156,5689
5690,10,161,109,5690
5691,10,198,136,5691
5692,10,90,10,5692
5693,10,17,73,5693
5694,10,37,108,5694
5695,10,69,41,5695
5696,10,167,78,5696
5697,10,68,100,5697
5698,10,62,57,5698
5699,10,127,153,5699
5700,10,72,72,5700
5701,10,28,177,5701
5702,10,155,48,5702
5703,10,184,134,5703
5704,10,35,36,5704
5705,10,132,139,5705
5706,10,92,59,5706
5707,10,176,145,5707
5708,10,157,132,5708
5709,10,19,170,5709
5710,10,19,105,5710
5711,10,200,17,5711
5712,10,179,57,5712
5713,10,184,100,5713
5714,10,147,181,5714
5715,10,126,111,5715
5716,10,48,55,5716
5717,10,195,133,5717
5718,10,151,155,5718
5719,10,183,73,5719
5720,10,111,178,5720
5721,10,54,149,5721
5722,10,194,59,5722
5723,10,30,47,5723
5724,10,125,1,5724
5725,10,126,168,5725
5726,10,1,43,5726
5727,10,167,51,5727
5728,10,187,151,5728
5729,10,96,57,5729
5730,10,23,188,5730
5731,10,12,180,5731
5732,10,19,178,5732
5733,10,165,1,5733
5734,10,51,61,5734
5735,10,166,185,5735
5736,10,21,113,5736
5737,10,45,75,5737
5738,10,47,88,5738
5739,10,199,91,5739
5740,10,9,135,5740
5741,10,169,89,5741
5742,10,119,172,5742
5743,10,14,184,5743
5744,10,162,184,5744
5745,10,16,56,5745
5746,10,162,37,5746
5747,10,146,149,5747
5748,10,31,143,5748
5749,10,193,185,5749
5750,10,77,189,5750
5751,10,194,8,5751
5752,10,51,82,5752
5753,10,128,117,5753
5754,10,87,112,5754
5755,10,197,74,5755
5756,10,161,72,5756
5757,10,87,169,5757
5758,10,43,175,5758
5759,10,131,3,5759
5760,10,144,74,5760
5761,10,127,161,5761
5762,10,85,128,5762
5763,10,21,148,5763
5764,10,56,13,5764
5765,10,198,12,5765
5766,10,161,180,5766
5767,10,18,23,5767
5768,10,127,54,5768
5769,10,10,53,5769
5770,10,1,117,5770
5771,10,69,14,5771
5772,10,129,160,5772
5773,10,180,179,5773
5774,10,137,90,5774
5775,10,135,2,5775
5776,10,183,159,5776
5777,10,106,92,5777
5778,10,194,45,5778
5779,10,109,60,5779
5780,10,29,94,5780
5781,10,21,30,5781
5782,10,140,190,5782
5783,10,55,111,5783
5784,10,162,24,5784
5785,10,123,46,5785
5786,10,19,93,5786
5787,10,58,37,5787
5788,10,107,77,5788
5789,10,199,33,5789
5790,10,130,116,5790
5791,10,176,65,5791
5792,10,105,180,5792
5793,10,114,104,5793
5794,10,131,112,5794
5795,10,182,7,5795
5796,10,138,11,5796
5797,10,163,44,5797
5798,10,126,122,5798
5799,10,68,2,5799
5800,10,64,199,5800
5801,10,174,116,5801
5802,10,167,80,5802
5803,10,193,175,5803
5804,10,80,169,5804
5805,10,159,172,5805
5806,10,189,200,5806
5807,10,199,11,5807
5808,10,192,197,5808
5809,10,125,166,5809
5810,10,171,56,5810
5811,10,188,195,5811
5812,10,46,41,5812
5813,10,95,177,5813
5814,10,113,103,5814
5815,10,16,26,5815
5816,10,117,179,5816
5817,10,88,158,5817
5818,10,23,177,5818
5819,10,84,195,5819
5820,10,159,114,5820
5821,10,170,26,5821
5822,10,104,113,5822
5823,10,30,66,5823
5824,10,91,162,5824
5825,10,112,149,5825
5826,2,147,81,5826
5827,2,187,35,5827
5828,2,171,24,5828
5829,2,46,57,5829
5830,2,155,83,5830
5831,2,9,40,5831
5832,2,30,41,5832
5833,2,55,21,5833
5834,2,40,7,5834
5835,2,34,126,5835
5836,2,18,3,5836
5837,2,5,59,5837
5838,2,76,113,5838
5839,2,8,184,5839
5840,2,29,40,5840
5841,2,180,116,5841
5842,2,9,54,5842
5843,2,65,20,5843
5844,2,97,149,5844
5845,2,164,40,5845
5846,2,198,80,5846
5847,2,41,62,5847
5848,2,161,21,5848
5849,2,178,134,5849
5850,2,159,148,5850
5851,2,160,15,5851
5852,2,120,153,5852
5853,2,86,85,5853
5854,2,13,89,5854
5855,2,47,102,5855
5856,2,62,175,5856
5857,2,156,13,5857
5858,2,111,102,5858
5859,2,93,74,5859
5860,2,46,109,5860
5861,2,161,156,5861
5862,2,63,153,5862
5863,2,14,82,5863
5864,2,2,90,5864
5865,2,24,191,5865
5866,2,1,17,5866
5867,2,33,198,5867
5868,2,41,133,5868
5869,2,1,171,5869
5870,2,37,89,5870
5871,2,50,47,5871
5872,2,33,1,5872
5873,2,119,71,5873
5874,2,132,112,5874
5875,2,63,69,5875
5876,2,75,130,5876
5877,2,121,85,5877
5878,2,97,13,5878
5879,2,151,176,5879
5880,2,40,128,5880
5881,2,172,189,5881
5882,2,139,120,5882
5883,2,127,182,5883
5884,2,185,119,5884
5885,2,41,16,5885
5886,2,91,140,5886
5887,2,148,174,5887
5888,2,155,5,5888
5889,2,193,4,5889
5890,2,130,51,5890
5891,2,82,2,5891
5892,2,135,172,5892
5893,2,194,61,5893
5894,2,169,170,5894
5895,2,97,6,5895
5896,2,85,200,5896
5897,2,60,115,5897
5898,2,161,156,5898
5899,2,180,48,5899
5900,2,195,67,5900
5901,2,67,108,5901
5902,2,159,48,5902
5903,2,83,52,5903
5904,2,107,39,5904
5905,2,82,115,5905
5906,2,27,188,5906
5907,2,129,146,5907
5908,2,64,7,5908
5909,2,62,14,5909
5910,2,131,112,5910
5911,2,9,8,5911
5912,2,169,25,5912
5913,2,40,195,5913
5914,2,3,91,5914
5915,2,176,68,5915
5916,2,163,16,5916
5917,2,5,158,5917
5918,2,191,82,5918
5919,2,31,89,5919
5920,2,163,73,5920
5921,2,61,8,5921
5922,2,27,132,5922
5923,2,73,63,5923
5924,2,29,61,5924
5925,2,83,23,5925
5926,2,37,25,5926
5927,2,130,182,5927
5928,2,111,143,5928
5929,2,131,193,5929
5930,2,69,82,5930
5931,2,32,41,5931
5932,2,126,3,5932
5933,2,57,120,5933
5934,2,32,47,5934
5935,2,157,198,5935
5936,2,21,101,5936
5937,2,112,197,5937
5938,2,62,177,5938
5939,2,63,181,5939
5940,2,109,136,5940
5941,2,4,17,5941
5942,2,9,141,5942
5943,2,159,162,5943
5944,2,56,84,5944
5945,2,164,60,5945
5946,2,41,166,5946
5947,2,99,42,5947
5948,2,162,111,5948
5949,2,151,82,5949
5950,2,65,41,5950
5951,2,18,5,5951
5952,2,73,97,5952
5953,2,119,126,5953
5954,2,179,59,5954
5955,2,173,45,5955
5956,2,129,104,5956
5957,2,159,192,5957
5958,2,73,25,5958
5959,2,104,84,5959
5960,2,82,29,5960
5961,2,43,42,5961
5962,2,55,8,5962
5963,2,184,94,5963
5964,2,183,132,5964
5965,2,106,139,5965
5966,2,54,195,5966
5967,2,92,100,5967
5968,2,176,107,5968
5969,2,6,91,5969
5970,2,146,18,5970
5971,2,9,127,5971
5972,2,30,68,5972
5973,2,37,62,5973
5974,2,43,98,5974
5975,2,122,143,5975
5976,2,174,73,5976
5977,2,197,144,5977
5978,2,174,13,5978
5979,2,178,43,5979
5980,2,112,159,5980
5981,2,28,149,5981
5982,2,98,102,5982
5983,2,159,27,5983
5984,2,52,5,5984
5985,2,128,163,5985
5986,2,5,78,5986
5987,2,191,105,5987
5988,2,90,104,5988
5989,2,128,39,5989
5990,2,167,93,5990
5991,2,49,144,5991
5992,2,72,181,5992
5993,2,132,40,5993
5994,6,34,88,5994
5995,6,195,166,5995
5996,6,172,195,5996
5997,6,31,58,5997
5998,6,190,24,5998
5999,6,6,114,5999
6000,6,9,182,6000
6001,6,18,16,6001
6002,6,43,34,6002
6003,6,181,114,6003
6004,6,86,69,6004
6005,6,143,37,6005
6006,6,25,148,6006
6007,6,125,140,6007
6008,6,83,149,6008
6009,6,190,144,6009
6010,6,174,179,6010
6011,6,134,186,6011
6012,6,147,87,6012
6013,6,184,117,6013
6014,6,86,198,6014
6015,6,182,52,6015
6016,6,76,93,6016
6017,6,177,161,6017
6018,6,104,45,6018
6019,6,193,50,6019
6020,6,105,181,6020
6021,6,111,17,6021
6022,6,189,32,6022
6023,6,193,65,6023
6024,6,169,56,6024
6025,6,3,129,6025
6026,6,154,55,6026
6027,6,149,199,6027
6028,6,159,84,6028
6029,6,181,64,6029
6030,6,177,109,6030
6031,6,88,106,6031
6032,6,60,144,6032
6033,6,20,86,6033
6034,6,133,143,6034
6035,6,49,55,6035
6036,6,94,82,6036
6037,6,52,144,6037
6038,6,137,8,6038
6039,6,100,58,6039
6040,6,200,113,6040
6041,6,152,7,6041
6042,6,143,57,6042
6043,6,125,33,6043
6044,6,28,116,6044
6045,6,41,196,6045
6046,6,71,63,6046
6047,6,98,71,6047
6048,6,22,34,6048
6049,6,70,190,6049
6050,6,43,151,6050
6051,6,111,61,6051
6052,6,55,59,6052
6053,6,126,88,6053
6054,6,128,29,6054
6055,6,177,177,6055
6056,6,77,19,6056
6057,6,126,59,6057
6058,6,101,111,6058
6059,6,83,105,6059
6060,6,126,97,6060
6061,6,130,14,6061
6062,6,180,138,6062
6063,6,30,73,6063
6064,6,74,38,6064
6065,6,102,33,6065
6066,6,27,105,6066
6067,6,171,97,6067
6068,6,191,150,6068
6069,6,156,143,6069
6070,6,127,173,6070
6071,6,115,4,6071
6072,6,26,101,6072
6073,6,74,116,6073
6074,6,34,93,6074
6075,6,185,108,6075
6076,6,30,148,6076
6077,6,15,150,6077
6078,6,18,20,6078
6079,6,48,107,6079
6080,6,195,141,6080
6081,6,147,181,6081
6082,6,193,97,6082
6083,6,2,73,6083
6084,6,89,12,6084
6085,6,28,83,6085
6086,6,93,11,6086
6087,6,122,46,6087
6088,6,159,166,6088
6089,6,75,97,6089
6090,6,41,64,6090
6091,6,56,7,6091
6092,6,68,44,6092
6093,6,32,71,6093
6094,6,101,30,6094
6095,6,101,16,6095
6096,6,165,122,6096
6097,6,28,161,6097
6098,6,30,21,6098
6099,6,78,119,6099
6100,6,54,76,6100
6101,6,69,43,6101
6102,6,123,5,6102
6103,6,72,20,6103
6104,6,10,137,6104
6105,6,190,104,6105
6106,6,31,55,6106
6107,6,124,57,6107
6108,6,61,188,6108
6109,6,95,61,6109
6110,6,153,28,6110
6111,6,9,16,6111
6112,6,118,78,6112
6113,6,171,16,6113
6114,6,16,125,6114
6115,6,152,1,6115
6116,6,77,55,6116
6117,6,94,127,6117
6118,6,151,53,6118
6119,6,142,135,6119
6120,6,135,198,6120
6121,6,25,166,6121
6122,6,30,120,6122
6123,6,67,132,6123
6124,6,154,200,6124
6125,6,16,183,6125
6126,6,131,109,6126
6127,6,73,59,6127
6128,6,22,104,6128
6129,6,141,163,6129
6130,6,49,87,6130
6131,6,3,92,6131
6132,6,163,144,6132
6133,6,37,49,6133
6134,6,106,59,6134
6135,6,37,66,6135
6136,6,81,128,6136
6137,6,97,136,6137
6138,6,170,144,6138
6139,6,74,71,6139
6140,6,48,30,6140
6141,6,62,124,6141
6142,6,138,178,6142
6143,6,142,135,6143
6144,6,166,17,6144
6145,6,54,63,6145
6146,6,9,86,6146
6147,6,40,20,6147
6148,6,89,182,6148
6149,6,55,101,6149
6150,6,24,40,6150
6151,6,105,112,6151
6152,6,31,140,6152
6153,6,90,50,6153
6154,6,55,115,6154
6155,6,27,146,6155
6156,6,123,105,6156
6157,6,34,11,6157
6158,6,161,117,6158
6159,6,199,23,6159
6160,6,175,25,6160
6161,6,119,181,6161
6162,11,161,194,6162
6163,11,70,76,6163
6164,11,117,85,6164
6165,11,3,150,6165
6166,11,24,72,6166
6167,11,36,55,6167
6168,11,12,111,6168
6169,11,124,29,6169
6170,11,16,156,6170
6171,11,83,142,6171
6172,11,159,180,6172
6173,11,166,111,6173
6174,11,105,33,6174
6175,11,199,174,6175
6176,11,46,49,6176
6177,11,41,165,6177
6178,11,82,172,6178
6179,11,139,89,6179
6180,11,145,63,6180
6181,11,191,165,6181
6182,11,32,166,6182
6183,11,53,5,6183
6184,11,175,117,6184
6185,11,116,44,6185
6186,11,140,10,6186
6187,11,181,150,6187
6188,11,143,26,6188
6189,11,163,112,6189
6190,11,36,91,6190
6191,11,40,45,6191
6192,11,97,192,6192
6193,11,177,116,6193
6194,11,24,179,6194
6195,11,121,74,6195
6196,11,3,93,6196
6197,11,113,168,6197
6198,11,168,187,6198
6199,11,90,136,6199
6200,11,46,155,6200
6201,11,147,29,6201
6202,11,189,99,6202
6203,11,158,185,6203
6204,11,86,37,6204
6205,11,47,75,6205
6206,11,138,31,6206
6207,11,170,165,6207
6208,11,138,49,6208
6209,11,135,74,6209
6210,11,5,90,6210
6211,11,182,133,6211
6212,11,1,181,6212
6213,11,57,123,6213
6214,11,88,97,6214
6215,11,61,16,6215
6216,11,43,177,6216
6217,11,126,51,6217
6218,11,95,26,6218
6219,11,176,113,6219
6220,11,113,56,6220
6221,11,150,171,6221
6222,11,62,77,6222
6223,11,139,50,6223
6224,11,167,171,6224
6225,11,127,194,6225
6226,11,138,126,6226
6227,11,2,136,6227
6228,11,7,89,6228
6229,11,81,45,6229
6230,11,184,44,6230
6231,11,110,28,6231
6232,11,167,105,6232
6233,11,58,34,6233
6234,11,140,54,6234
6235,11,166,200,6235
6236,11,171,126,6236
6237,11,111,101,6237
6238,11,3,121,6238
6239,11,184,57,6239
6240,11,76,179,6240
6241,11,177,141,6241
6242,11,88,90,6242
6243,11,62,64,6243
6244,11,189,29,6244
6245,11,77,43,6245
6246,11,139,177,6246
6247,11,156,179,6247
6248,11,158,161,6248
6249,11,11,133,6249
6250,11,115,32,6250
6251,11,184,170,6251
6252,11,12,66,6252
6253,11,14,80,6253
6254,11,162,103,6254
6255,11,153,74,6255
6256,11,82,15,6256
6257,11,75,175,6257
6258,11,160,117,6258
6259,11,96,111,6259
6260,11,83,42,6260
6261,11,198,191,6261
6262,11,144,105,6262
6263,11,28,4,6263
6264,11,23,181,6264
6265,11,82,68,6265
6266,11,170,90,6266
6267,11,176,88,6267
6268,11,185,169,6268
6269,11,149,118,6269
6270,11,133,64,6270
6271,11,67,163,6271
6272,11,181,54,6272
6273,11,182,50,6273
6274,11,125,35,6274
6275,11,198,65,6275
6276,11,114,143,6276
6277,11,175,126,6277
6278,11,65,84,6278
6279,11,78,64,6279
6280,11,35,31,6280
6281,11,70,107,6281
6282,11,31,187,6282
6283,11,68,155,6283
6284,11,110,117,6284
6285,11,92,66,6285
6286,11,83,197,6286
6287,11,25,32,6287
6288,11,112,153,6288
6289,11,186,14,6289
6290,11,67,32,6290
6291,11,105,46,6291
6292,11,66,135,6292
6293,11,195,76,6293
6294,11,70,41,6294
6295,11,194,125,6295
6296,11,97,26,6296
6297,11,142,6,6297
6298,11,114,26,6298
6299,11,55,116,6299
6300,11,157,24,6300
6301,11,19,150,6301
6302,11,53,173,6302
6303,11,138,57,6303
6304,11,150,152,6304
6305,11,112,7,6305
6306,11,176,135,6306
6307,11,134,115,6307
6308,11,187,3,6308
6309,11,66,20,6309
6310,11,17,138,6310
6311,11,93,142,6311
6312,11,179,37,6312
6313,11,6,200,6313
6314,11,10,25,6314
6315,11,10,194,6315
6316,11,14,105,6316
6317,11,139,77,6317
6318,11,53,58,6318
6319,11,12,141,6319
6320,11,13,123,6320
6321,11,79,176,6321
6322,11,164,2,6322
6323,11,85,46,6323
6324,11,43,178,6324
6325,11,153,71,6325
6326,11,93,162,6326
6327,11,9,123,6327
6328,11,127,4,6328
6329,11,81,151,6329
6330,8,60,46,6330
6331,8,112,30,6331
6332,8,50,56,6332
6333,8,161,25,6333
6334,8,69,112,6334
6335,8,62,118,6335
6336,8,188,69,6336
6337,8,109,177,6337
6338,8,11,118,6338
6339,8,6,167,6339
6340,8,21,169,6340
6341,8,187,194,6341
6342,8,15,59,6342
6343,8,63,191,6343
6344,8,133,143,6344
6345,8,168,145,6345
6346,8,106,193,6346
6347,8,174,147,6347
6348,8,175,72,6348
6349,8,76,9,6349
6350,8,84,175,6350
6351,8,165,193,6351
6352,8,183,161,6352
6353,8,88,197,6353
6354,8,153,108,6354
6355,8,126,168,6355
6356,8,164,77,6356
6357,8,61,145,6357
6358,8,83,98,6358
6359,8,21,135,6359
6360,8,184,149,6360
6361,8,125,53,6361
6362,8,127,160,6362
6363,8,197,24,6363
6364,8,92,170,6364
6365,8,176,128,6365
6366,8,193,138,6366
6367,8,154,130,6367
6368,8,190,37,6368
6369,8,176,169,6369
6370,8,192,56,6370
6371,8,43,172,6371
6372,8,69,73,6372
6373,8,87,150,6373
6374,8,193,173,6374
6375,8,152,153,6375
6376,8,174,100,6376
6377,8,40,131,6377
6378,8,58,44,6378
6379,8,30,94,6379
6380,8,43,155,6380
6381,8,189,188,6381
6382,8,135,198,6382
6383,8,49,73,6383
6384,8,76,33,6384
6385,8,167,95,6385
6386,8,43,133,6386
6387,8,87,179,6387
6388,8,109,152,6388
6389,8,36,2,6389
6390,8,108,136,6390
6391,8,58,87,6391
6392,8,189,158,6392
6393,8,4,188,6393
6394,8,88,121,6394
6395,8,45,152,6395
6396,8,152,89,6396
6397,8,47,8,6397
6398,8,128,197,6398
6399,8,127,122,6399
6400,8,182,78,6400
6401,8,103,174,6401
6402,8,12,42,6402
6403,8,130,164,6403
6404,8,117,62,6404
6405,8,59,96,6405
6406,8,87,71,6406
6407,8,1,46,6407
6408,8,60,167,6408
6409,8,187,200,6409
6410,8,143,72,6410
6411,8,126,79,6411
6412,8,64,195,6412
6413,8,176,101,6413
6414,8,112,153,6414
6415,8,127,133,6415
6416,8,59,122,6416
6417,8,39,31,6417
6418,8,110,164,6418
6419,8,179,158,6419
6420,8,5,102,6420
6421,8,174,83,6421
6422,8,162,197,6422
6423,8,19,128,6423
6424,8,87,47,6424
6425,8,116,80,6425
6426,8,48,184,6426
6427,8,70,192,6427
6428,8,172,82,6428
6429,8,14,35,6429
6430,8,99,67,6430
6431,8,98,73,6431
6432,8,1,19,6432
6433,8,51,153,6433
6434,8,87,118,6434
6435,8,13,180,6435
