c_carid,c_model,c_make,c_year,c_color,c_engine,c_transmission,c_class,c_tint,c_convertible,c_carbonPackage
4394,F150,FORD,2015,BLACK,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4395,F150,FORD,2015,RED,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4396,F150,FORD,2015,BLUE,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4397,F150,FORD,2015,GREY,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4398,F150,FORD,2015,YELLOW,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4399,F150,FORD,2015,GREEN,V8,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4400,F150,FORD,2015,WHITE,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4401,F150,FORD,2015,BLACK,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4402,F150,FORD,2015,RED,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4403,F150,FORD,2015,BLUE,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4404,F150,FORD,2015,GREY,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4405,F150,FORD,2015,YELLOW,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4406,F150,FORD,2015,GREEN,V8,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4407,F150,FORD,2015,WHITE,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4408,F150,FORD,2015,BLACK,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4409,F150,FORD,2015,RED,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4410,F150,FORD,2015,BLUE,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4411,F150,FORD,2015,GREY,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4412,F150,FORD,2015,YELLOW,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4413,F150,FORD,2015,GREEN,V8,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4414,F150,FORD,2015,WHITE,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4415,F150,FORD,2015,BLACK,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4416,F150,FORD,2015,RED,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4417,F150,FORD,2015,BLUE,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4418,F150,FORD,2015,GREY,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4419,F150,FORD,2015,YELLOW,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4420,F150,FORD,2015,GREEN,V6,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4421,F150,FORD,2015,WHITE,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4422,F150,FORD,2015,BLACK,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4423,F150,FORD,2015,RED,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4424,F150,FORD,2015,BLUE,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4425,F150,FORD,2015,GREY,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4426,F150,FORD,2015,YELLOW,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4427,F150,FORD,2015,GREEN,V6,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4428,F150,FORD,2015,WHITE,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4429,F150,FORD,2015,BLACK,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4430,F150,FORD,2015,RED,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4431,F150,FORD,2015,BLUE,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4432,F150,FORD,2015,GREY,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4433,F150,FORD,2015,YELLOW,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4434,F150,FORD,2015,GREEN,V6,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4435,F150,FORD,2015,WHITE,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4436,F150,FORD,2015,BLACK,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4437,F150,FORD,2015,RED,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4438,F150,FORD,2015,BLUE,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4439,F150,FORD,2015,GREY,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4440,F150,FORD,2015,YELLOW,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4441,F150,FORD,2015,GREEN,V6,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4442,F150,FORD,2015,WHITE,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4443,F150,FORD,2015,BLACK,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4444,F150,FORD,2015,RED,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4445,F150,FORD,2015,BLUE,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4446,F150,FORD,2015,GREY,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4447,F150,FORD,2015,YELLOW,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4448,F150,FORD,2015,GREEN,I4,6-SPEED-AUTOMATIC,PICK-UP,YES,NO,YES
4449,F150,FORD,2015,WHITE,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4450,F150,FORD,2015,BLACK,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4451,F150,FORD,2015,RED,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4452,F150,FORD,2015,BLUE,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4453,F150,FORD,2015,GREY,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4454,F150,FORD,2015,YELLOW,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4455,F150,FORD,2015,GREEN,I4,6-SPEED-MANUEL,PICK-UP,YES,NO,YES
4456,F150,FORD,2015,WHITE,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4457,F150,FORD,2015,BLACK,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4458,F150,FORD,2015,RED,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4459,F150,FORD,2015,BLUE,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4460,F150,FORD,2015,GREY,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4461,F150,FORD,2015,YELLOW,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4462,F150,FORD,2015,GREEN,I4,6-SPEED-AUTOMATIC,PICK-UP,NO,NO,YES
4463,F150,FORD,2015,WHITE,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4464,F150,FORD,2015,BLACK,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4465,F150,FORD,2015,RED,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4466,F150,FORD,2015,BLUE,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4467,F150,FORD,2015,GREY,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4468,F150,FORD,2015,YELLOW,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4469,F150,FORD,2015,GREEN,I4,6-SPEED-MANUEL,PICK-UP,NO,NO,YES
4470,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4471,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4472,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4473,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4474,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4475,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4476,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4477,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4478,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4479,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4480,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4481,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4482,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4483,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4484,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4485,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4486,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4487,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4488,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4489,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4490,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4491,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4492,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4493,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4494,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4495,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4496,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4497,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4498,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4499,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4500,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4501,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4502,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4503,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4504,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4505,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4506,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4507,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4508,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4509,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4510,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4511,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4512,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4513,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4514,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4515,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4516,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4517,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4518,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4519,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4520,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4521,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4522,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4523,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4524,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4525,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4526,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4527,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4528,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4529,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4530,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4531,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4532,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,YES,YES
4533,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4534,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4535,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4536,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4537,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4538,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4539,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-MANUEL,OFF-ROAD,YES,YES,YES
4540,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4541,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4542,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4543,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4544,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4545,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4546,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,YES,YES
4547,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4548,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4549,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4550,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4551,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4552,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4553,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-MANUEL,OFF-ROAD,NO,YES,YES
4554,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4555,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4556,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4557,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4558,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4559,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4560,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4561,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4562,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4563,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4564,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4565,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4566,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4567,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4568,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4569,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4570,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4571,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4572,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4573,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4574,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4575,F150RAPTOR,FORD,2021,WHITE,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4576,F150RAPTOR,FORD,2021,BLACK,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4577,F150RAPTOR,FORD,2021,RED,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4578,F150RAPTOR,FORD,2021,BLUE,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4579,F150RAPTOR,FORD,2021,GREY,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4580,F150RAPTOR,FORD,2021,YELLOW,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4581,F150RAPTOR,FORD,2021,GREEN,V8,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4582,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4583,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4584,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4585,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4586,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4587,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4588,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4589,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4590,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4591,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4592,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4593,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4594,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4595,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4596,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4597,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4598,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4599,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4600,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4601,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4602,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4603,F150RAPTOR,FORD,2021,WHITE,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4604,F150RAPTOR,FORD,2021,BLACK,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4605,F150RAPTOR,FORD,2021,RED,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4606,F150RAPTOR,FORD,2021,BLUE,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4607,F150RAPTOR,FORD,2021,GREY,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4608,F150RAPTOR,FORD,2021,YELLOW,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4609,F150RAPTOR,FORD,2021,GREEN,V6,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4610,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4611,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4612,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4613,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4614,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4615,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4616,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-AUTOMATIC,OFF-ROAD,YES,NO,YES
4617,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4618,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4619,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4620,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4621,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4622,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4623,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-MANUEL,OFF-ROAD,YES,NO,YES
4624,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4625,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4626,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4627,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4628,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4629,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4630,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-AUTOMATIC,OFF-ROAD,NO,NO,YES
4631,F150RAPTOR,FORD,2021,WHITE,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4632,F150RAPTOR,FORD,2021,BLACK,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4633,F150RAPTOR,FORD,2021,RED,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4634,F150RAPTOR,FORD,2021,BLUE,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4635,F150RAPTOR,FORD,2021,GREY,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4636,F150RAPTOR,FORD,2021,YELLOW,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4637,F150RAPTOR,FORD,2021,GREEN,I4,6-SPEED-MANUEL,OFF-ROAD,NO,NO,YES
4638,ES350,LEXUS,2012,WHITE,V8,6-SPEED-AUTOMATIC,FULL-SIZE,YES,YES,YES
